日期,时间,功率(KW)
6月6日,7:30,1390.4
6月6日,7:15,1539.2
6月6日,7:00,1377.6
6月6日,6:45,1592
6月6日,6:30,1691.2
6月6日,6:15,1352
6月6日,6:00,1451.2
6月6日,5:45,2036.8
6月6日,5:30,2046.4
6月6日,5:15,1660.8
6月6日,5:00,1521.6
6月6日,4:45,1456
6月6日,4:30,1702.4
6月6日,4:15,1556.8
6月6日,4:00,1910.4
6月6日,3:45,1481.6
6月6日,3:30,1780.8
6月6日,3:15,1484.8
6月6日,3:00,1876.8
6月6日,2:45,1465.6
6月6日,2:30,1540.8
6月6日,2:15,1516.8
6月6日,2:00,1374.4
6月6日,1:45,1705.6
6月6日,1:30,1460.8
6月6日,1:15,1651.2
6月6日,1:00,1652.8
6月6日,0:45,1552
6月6日,0:30,1435.2
6月6日,0:15,1662.4
6月6日,0:00,1393.6
6月5日,23:45,1316.8
6月5日,23:30,1577.6
6月5日,23:15,1785.6
6月5日,23:00,1489.6
6月5日,22:45,1739.2
6月5日,22:30,1865.6
6月5日,22:15,1614.4
6月5日,22:00,1840
6月5日,21:45,1926.4
6月5日,21:30,1992
6月5日,21:15,1649.6
6月5日,21:00,2299.2
6月5日,20:45,2081.6
6月5日,20:30,2228.8
6月5日,20:15,1969.6
6月5日,20:00,1708.8
6月5日,19:45,1980.8
6月5日,19:30,2137.6
6月5日,19:15,2352
6月5日,19:00,2360
6月5日,18:45,2128
6月5日,18:30,2409.6
6月5日,18:15,2068.8
6月5日,18:00,2324.8
6月5日,17:45,2504
6月5日,17:30,2713.6
6月5日,17:15,2425.6
6月5日,17:00,2484.8
6月5日,16:45,2009.6
6月5日,16:30,1985.6
6月5日,16:15,1864
6月5日,16:00,2052.8
6月5日,15:45,1982.4
6月5日,15:30,1971.2
6月5日,15:15,2748.8
6月5日,15:00,3376
6月5日,14:45,3182.4
6月5日,14:30,2606.4
6月5日,14:15,3121.6
6月5日,14:00,3006.4
6月5日,13:45,2771.2
6月5日,13:30,3232
6月5日,13:15,2694.4
6月5日,13:00,3984
6月5日,12:45,2968
6月5日,12:30,2867.2
6月5日,12:15,3153.6
6月5日,12:00,3016
6月5日,11:45,3072
6月5日,11:30,3731.2
6月5日,11:15,4014.4
6月5日,11:00,2664
6月5日,10:45,1948.8
6月5日,10:30,1934.4
6月5日,10:15,2395.2
6月5日,10:00,2409.6
6月5日,9:45,2120
6月5日,9:30,1438.4
6月5日,9:15,1043.2
6月5日,9:00,2150.4
6月5日,8:45,2004.8
6月5日,8:30,2177.6
6月5日,8:15,2009.6
6月5日,8:00,1948.8
6月5日,7:45,1280
6月5日,7:30,1745.6
6月5日,7:15,1217.6
6月5日,7:00,1390.4
6月5日,6:45,1467.2
6月5日,6:30,1179.2
6月5日,6:15,1139.2
6月5日,6:00,1216
6月5日,5:45,1691.2
6月5日,5:30,1537.6
6月5日,5:15,1504
6月5日,5:00,1694.4
6月5日,4:45,1569.6
6月5日,4:30,1753.6
6月5日,4:15,1793.6
6月5日,4:00,1832
6月5日,3:45,1996.8
6月5日,3:30,1756.8
6月5日,3:15,1915.2
6月5日,3:00,1915.2
6月5日,2:45,2028.8
6月5日,2:30,1670.4
6月5日,2:15,1961.6
6月5日,2:00,1795.2
6月5日,1:45,1822.4
6月5日,1:30,1811.2
6月5日,1:15,1532.8
6月5日,1:00,1436.8
6月5日,0:45,1980.8
6月5日,0:30,1891.2
6月5日,0:15,1961.6
6月5日,0:00,1796.8
6月4日,23:45,1403.2
6月4日,23:30,1606.4
6月4日,23:15,1643.2
6月4日,23:00,1436.8
6月4日,22:45,1691.2
6月4日,22:30,1460.8
6月4日,22:15,1305.6
6月4日,22:00,1827.2
6月4日,21:45,1774.4
6月4日,21:30,1656
6月4日,21:15,1780.8
6月4日,21:00,1788.8
6月4日,20:45,1742.4
6月4日,20:30,1995.2
6月4日,20:15,1574.4
6月4日,20:00,1643.2
6月4日,19:45,1894.4
6月4日,19:30,1827.2
6月4日,19:15,1796.8
6月4日,19:00,1884.8
6月4日,18:45,1992
6月4日,18:30,1758.4
6月4日,18:15,1817.6
6月4日,18:00,1942.4
6月4日,17:45,1876.8
6月4日,17:30,1952
6月4日,17:15,1702.4
6月4日,17:00,1675.2
6月4日,16:45,745.6
6月4日,16:30,748.8
6月4日,16:15,747.2
6月4日,16:00,532.8
6月4日,15:45,761.6
6月4日,15:30,649.6
6月4日,15:15,124.8
6月4日,15:00,1369.6
6月4日,14:45,1260.8
6月4日,14:30,1372.8
6月4日,14:15,1163.2
6月4日,14:00,939.2
6月4日,13:45,1056
6月4日,13:30,987.2
6月4日,13:15,1056
6月4日,13:00,1840
6月4日,12:45,1700.8
6月4日,12:30,2052.8
6月4日,12:15,1897.6
6月4日,12:00,1720
6月4日,11:45,1884.8
6月4日,11:30,2580.8
6月4日,11:15,2180.8
6月4日,11:00,771.2
6月4日,10:45,361.6
6月4日,10:30,409.6
6月4日,10:15,395.2
6月4日,10:00,147.2
6月4日,9:45,110.4
6月4日,9:30,321.6
6月4日,9:15,313.6
6月4日,9:00,1195.2
6月4日,8:45,1107.2
6月4日,8:30,964.8
6月4日,8:15,996.8
6月4日,8:00,984
6月4日,7:45,1096
6月4日,7:30,1206.4
6月4日,7:15,1283.2
6月4日,7:00,864
6月4日,6:45,996.8
6月4日,6:30,952
6月4日,6:15,1126.4
6月4日,6:00,1040
6月4日,5:45,1248
6月4日,5:30,1540.8
6月4日,5:15,1233.6
6月4日,5:00,1380.8
6月4日,4:45,1526.4
6月4日,4:30,1289.6
6月4日,4:15,1576
6月4日,4:00,1526.4
6月4日,3:45,1416
6月4日,3:30,1536
6月4日,3:15,1550.4
6月4日,3:00,1612.8
6月4日,2:45,1622.4
6月4日,2:30,1382.4
6月4日,2:15,1667.2
6月4日,2:00,1540.8
6月4日,1:45,1652.8
6月4日,1:30,1665.6
6月4日,1:15,1566.4
6月4日,1:00,1523.2
6月4日,0:45,1489.6
6月4日,0:30,1438.4
6月4日,0:15,1555.2
6月4日,0:00,1176
6月3日,23:45,1209.6
6月3日,23:30,1640
6月3日,23:15,1396.8
6月3日,23:00,1480
6月3日,22:45,1232
6月3日,22:30,1580.8
6月3日,22:15,1440
6月3日,22:00,1262.4
6月3日,21:45,1531.2
6月3日,21:30,1438.4
6月3日,21:15,1544
6月3日,21:00,1416
6月3日,20:45,1630.4
6月3日,20:30,1640
6月3日,20:15,1417.6
6月3日,20:00,1579.2
6月3日,19:45,1609.6
6月3日,19:30,1633.6
6月3日,19:15,1664
6月3日,19:00,1574.4
6月3日,18:45,1633.6
6月3日,18:30,1601.6
6月3日,18:15,1504
6月3日,18:00,1726.4
6月3日,17:45,1646.4
6月3日,17:30,1635.2
6月3日,17:15,1710.4
6月3日,17:00,1752
6月3日,16:45,670.4
6月3日,16:30,379.2
6月3日,16:15,734.4
6月3日,16:00,699.2
6月3日,15:45,472
6月3日,15:30,403.2
6月3日,15:15,115.2
6月3日,15:00,1560
6月3日,14:45,1286.4
6月3日,14:30,1438.4
6月3日,14:15,1326.4
6月3日,14:00,1281.6
6月3日,13:45,1166.4
6月3日,13:30,996.8
6月3日,13:15,848
6月3日,13:00,1966.4
6月3日,12:45,2046.4
6月3日,12:30,2025.6
6月3日,12:15,1907.2
6月3日,12:00,2468.8
6月3日,11:45,1870.4
6月3日,11:30,2336
6月3日,11:15,2211.2
6月3日,11:00,1409.6
6月3日,10:45,169.6
6月3日,10:30,393.6
6月3日,10:15,460.8
6月3日,10:00,116.8
6月3日,9:45,110.4
6月3日,9:30,312
6月3日,9:15,468.8
6月3日,9:00,1369.6
6月3日,8:45,1305.6
6月3日,8:30,1233.6
6月3日,8:15,1352
6月3日,8:00,1603.2
6月3日,7:45,1659.2
6月3日,7:30,1563.2
6月3日,7:15,1094.4
6月3日,7:00,1353.6
6月3日,6:45,1347.2
6月3日,6:30,1424
6月3日,6:15,1220.8
6月3日,6:00,1502.4
6月3日,5:45,1953.6
6月3日,5:30,1592
6月3日,5:15,1820.8
6月3日,5:00,1764.8
6月3日,4:45,1849.6
6月3日,4:30,1819.2
6月3日,4:15,1822.4
6月3日,4:00,1646.4
6月3日,3:45,1856
6月3日,3:30,1766.4
6月3日,3:15,1827.2
6月3日,3:00,1841.6
6月3日,2:45,1732.8
6月3日,2:30,1721.6
6月3日,2:15,1700.8
6月3日,2:00,1840
6月3日,1:45,1907.2
6月3日,1:30,1884.8
6月3日,1:15,1960
6月3日,1:00,1707.2
6月3日,0:45,1942.4
6月3日,0:30,1809.6
6月3日,0:15,1846.4
6月3日,0:00,1555.2
6月2日,23:45,1454.4
6月2日,23:30,1606.4
6月2日,23:15,1505.6
6月2日,23:00,1641.6
6月2日,22:45,1635.2
6月2日,22:30,1424
6月2日,22:15,1870.4
6月2日,22:00,1945.6
6月2日,21:45,1563.2
6月2日,21:30,1820.8
6月2日,21:15,1620.8
6月2日,21:00,1513.6
6月2日,20:45,1688
6月2日,20:30,2014.4
6月2日,20:15,1539.2
6月2日,20:00,2254.4
6月2日,19:45,2201.6
6月2日,19:30,2432
6月2日,19:15,2539.2
6月2日,19:00,3046.4
6月2日,18:45,3048
6月2日,18:30,2958.4
6月2日,18:15,2881.6
6月2日,18:00,2896
6月2日,17:45,3145.6
6月2日,17:30,3513.6
6月2日,17:15,3305.6
6月2日,17:00,3612.8
6月2日,16:45,2129.6
6月2日,16:30,2510.4
6月2日,16:15,2504
6月2日,16:00,2204.8
6月2日,15:45,2278.4
6月2日,15:30,2643.2
6月2日,15:15,2200
6月2日,15:00,2928
6月2日,14:45,2387.2
6月2日,14:30,2660.8
6月2日,14:15,2718.4
6月2日,14:00,2593.6
6月2日,13:45,2660.8
6月2日,13:30,2360
6月2日,13:15,2552
6月2日,13:00,3654.4
6月2日,12:45,3400
6月2日,12:30,3664
6月2日,12:15,4081.6
6月2日,12:00,3366.4
6月2日,11:45,3433.6
6月2日,11:30,3841.6
6月2日,11:15,3340.8
6月2日,11:00,2155.2
6月2日,10:45,1748.8
6月2日,10:30,1724.8
6月2日,10:15,2248
6月2日,10:00,1934.4
6月2日,9:45,1499.2
6月2日,9:30,2102.4
6月2日,9:15,2065.6
6月2日,9:00,2692.8
6月2日,8:45,2936
6月2日,8:30,2268.8
6月2日,8:15,2641.6
6月2日,8:00,1758.4
6月2日,7:45,1689.6
6月2日,7:30,1627.2
6月2日,7:15,1521.6
6月2日,7:00,1520
6月2日,6:45,1764.8
6月2日,6:30,1876.8
6月2日,6:15,1694.4
6月2日,6:00,1939.2
6月2日,5:45,1944
6月2日,5:30,1964.8
6月2日,5:15,2355.2
6月2日,5:00,2507.2
6月2日,4:45,2499.2
6月2日,4:30,2475.2
6月2日,4:15,2512
6月2日,4:00,2713.6
6月2日,3:45,2059.2
6月2日,3:30,2297.6
6月2日,3:15,2444.8
6月2日,3:00,2499.2
6月2日,2:45,2296
6月2日,2:30,2628.8
6月2日,2:15,2376
6月2日,2:00,2400
6月2日,1:45,2808
6月2日,1:30,2632
6月2日,1:15,2476.8
6月2日,1:00,2563.2
6月2日,0:45,2928
6月2日,0:30,2472
6月2日,0:15,2616
6月2日,0:00,2548.8
6月1日,23:45,2696
6月1日,23:30,2180.8
6月1日,23:15,2004.8
6月1日,23:00,2324.8
6月1日,22:45,2211.2
6月1日,22:30,2928
6月1日,22:15,3140.8
6月1日,22:00,2910.4
6月1日,21:45,3028.8
6月1日,21:30,3054.4
6月1日,21:15,2824
6月1日,21:00,2708.8
6月1日,20:45,3227.2
6月1日,20:30,3412.8
6月1日,20:15,3113.6
6月1日,20:00,3200
6月1日,19:45,3563.2
6月1日,19:30,3724.8
6月1日,19:15,4009.6
6月1日,19:00,3476.8
6月1日,18:45,3857.6
6月1日,18:30,3808
6月1日,18:15,3395.2
6月1日,18:00,3174.4
6月1日,17:45,3606.4
6月1日,17:30,3233.6
6月1日,17:15,3614.4
6月1日,17:00,3449.6
6月1日,16:45,3729.6
6月1日,16:30,3392
6月1日,16:15,3860.8
6月1日,16:00,3104
6月1日,15:45,3580.8
6月1日,15:30,3939.2
6月1日,15:15,3049.6
6月1日,15:00,3600
6月1日,14:45,3891.2
6月1日,14:30,4113.6
6月1日,14:15,4044.8
6月1日,14:00,3260.8
6月1日,13:45,3585.6
6月1日,13:30,3588.8
6月1日,13:15,3955.2
6月1日,13:00,3652.8
6月1日,12:45,3529.6
6月1日,12:30,3345.6
6月1日,12:15,3166.4
6月1日,12:00,3259.2
6月1日,11:45,3064
6月1日,11:30,3180.8
6月1日,11:15,3489.6
6月1日,11:00,3420.8
6月1日,10:45,2358.4
6月1日,10:30,1945.6
6月1日,10:15,2051.2
6月1日,10:00,2161.6
6月1日,9:45,2084.8
6月1日,9:30,2264
6月1日,9:15,1968
6月1日,9:00,2152
6月1日,8:45,2406.4
6月1日,8:30,2584
6月1日,8:15,2793.6
6月1日,8:00,2129.6
6月1日,7:45,1801.6
6月1日,7:30,1764.8
6月1日,7:15,1940.8
6月1日,7:00,1758.4
6月1日,6:45,1940.8
6月1日,6:30,2158.4
6月1日,6:15,1923.2
6月1日,6:00,1974.4
6月1日,5:45,2398.4
6月1日,5:30,1860.8
6月1日,5:15,2216
6月1日,5:00,2438.4
6月1日,4:45,2166.4
6月1日,4:30,2342.4
6月1日,4:15,2505.6
6月1日,4:00,2601.6
6月1日,3:45,2435.2
6月1日,3:30,2574.4
6月1日,3:15,2641.6
6月1日,3:00,2275.2
6月1日,2:45,2430.4
6月1日,2:30,2465.6
6月1日,2:15,2440
6月1日,2:00,2262.4
6月1日,1:45,2161.6
6月1日,1:30,2500.8
6月1日,1:15,2208
6月1日,1:00,2473.6
6月1日,0:45,3070.4
6月1日,0:30,3014.4
6月1日,0:15,2427.2
6月1日,0:00,1833.6
5月31日,23:45,1790.4
5月31日,23:30,2283.2
5月31日,23:15,2784
5月31日,23:00,2521.6
5月31日,22:45,2772.8
5月31日,22:30,2384
5月31日,22:15,2345.6
5月31日,22:00,2388.8
5月31日,21:45,2982.4
5月31日,21:30,2875.2
5月31日,21:15,2326.4
5月31日,21:00,2244.8
5月31日,20:45,2536
5月31日,20:30,2574.4
5月31日,20:15,2780.8
5月31日,20:00,3104
5月31日,19:45,2184
5月31日,19:30,2176
5月31日,19:15,1904
5月31日,19:00,2497.6
5月31日,18:45,2400
5月31日,18:30,2603.2
5月31日,18:15,2580.8
5月31日,18:00,2708.8
5月31日,17:45,2481.6
5月31日,17:30,2566.4
5月31日,17:15,2459.2
5月31日,17:00,2680
5月31日,16:45,1878.4
5月31日,16:30,1961.6
5月31日,16:15,1996.8
5月31日,16:00,2001.6
5月31日,15:45,1998.4
5月31日,15:30,2049.6
5月31日,15:15,1606.4
5月31日,15:00,2851.2
5月31日,14:45,2715.2
5月31日,14:30,2728
5月31日,14:15,2712
5月31日,14:00,2537.6
5月31日,13:45,2358.4
5月31日,13:30,2576
5月31日,13:15,2393.6
5月31日,13:00,3283.2
5月31日,12:45,3710.4
5月31日,12:30,3864
5月31日,12:15,3380.8
5月31日,12:00,3612.8
5月31日,11:45,3644.8
5月31日,11:30,3892.8
5月31日,11:15,4129.6
5月31日,11:00,2790.4
5月31日,10:45,1484.8
5月31日,10:30,1600
5月31日,10:15,1937.6
5月31日,10:00,1614.4
5月31日,9:45,1684.8
5月31日,9:30,1908.8
5月31日,9:15,1724.8
5月31日,9:00,2696
5月31日,8:45,3081.6
5月31日,8:30,2462.4
5月31日,8:15,1990.4
5月31日,8:00,1865.6
5月31日,7:45,1515.2
5月31日,7:30,1628.8
5月31日,7:15,2166.4
5月31日,7:00,1888
5月31日,6:45,1990.4
5月31日,6:30,2401.6
5月31日,6:15,1792
5月31日,6:00,2076.8
5月31日,5:45,1809.6
5月31日,5:30,1694.4
5月31日,5:15,1896
5月31日,5:00,1796.8
5月31日,4:45,2196.8
5月31日,4:30,2294.4
5月31日,4:15,2547.2
5月31日,4:00,2644.8
5月31日,3:45,2673.6
5月31日,3:30,2984
5月31日,3:15,2651.2
5月31日,3:00,2600
5月31日,2:45,2284.8
5月31日,2:30,2704
5月31日,2:15,2302.4
5月31日,2:00,2742.4
5月31日,1:45,2401.6
5月31日,1:30,2363.2
5月31日,1:15,2561.6
5月31日,1:00,2464
5月31日,0:45,2851.2
5月31日,0:30,2843.2
5月31日,0:15,2796.8
5月31日,0:00,2769.6
5月30日,23:45,2505.6
5月30日,23:30,2172.8
5月30日,23:15,2275.2
5月30日,23:00,2656
5月30日,22:45,2451.2
5月30日,22:30,2524.8
5月30日,22:15,2233.6
5月30日,22:00,2764.8
5月30日,21:45,2854.4
5月30日,21:30,2798.4
5月30日,21:15,2656
5月30日,21:00,2576
5月30日,20:45,2451.2
5月30日,20:30,2270.4
5月30日,20:15,2643.2
5月30日,20:00,3048
5月30日,19:45,3556.8
5月30日,19:30,3088
5月30日,19:15,3256
5月30日,19:00,3268.8
5月30日,18:45,3504
5月30日,18:30,3664
5月30日,18:15,3673.6
5月30日,18:00,3756.8
5月30日,17:45,2409.6
5月30日,17:30,3763.2
5月30日,17:15,3609.6
5月30日,17:00,3929.6
5月30日,16:45,2870.4
5月30日,16:30,2862.4
5月30日,16:15,2776
5月30日,16:00,2902.4
5月30日,15:45,2742.4
5月30日,15:30,2732.8
5月30日,15:15,2776
5月30日,15:00,3368
5月30日,14:45,3601.6
5月30日,14:30,3596.8
5月30日,14:15,3427.2
5月30日,14:00,3275.2
5月30日,13:45,3633.6
5月30日,13:30,3318.4
5月30日,13:15,4166.4
5月30日,13:00,4124.8
5月30日,12:45,4078.4
5月30日,12:30,4056
5月30日,12:15,4164.8
5月30日,12:00,4180.8
5月30日,11:45,4168
5月30日,11:30,4198.4
5月30日,11:15,4176
5月30日,11:00,3320
5月30日,10:45,2268.8
5月30日,10:30,2022.4
5月30日,10:15,2572.8
5月30日,10:00,2414.4
5月30日,9:45,2436.8
5月30日,9:30,2451.2
5月30日,9:15,2326.4
5月30日,9:00,2208
5月30日,8:45,1684.8
5月30日,8:30,1920
5月30日,8:15,2494.4
5月30日,8:00,1689.6
5月30日,7:45,1612.8
5月30日,7:30,1398.4
5月30日,7:15,1904
5月30日,7:00,1828.8
5月30日,6:45,1984
5月30日,6:30,2078.4
5月30日,6:15,2198.4
5月30日,6:00,1964.8
5月30日,5:45,1924.8
5月30日,5:30,1795.2
5月30日,5:15,1896
5月30日,5:00,1720
5月30日,4:45,1902.4
5月30日,4:30,2102.4
5月30日,4:15,2036.8
5月30日,4:00,2449.6
5月30日,3:45,2680
5月30日,3:30,2777.6
5月30日,3:15,2934.4
5月30日,3:00,2793.6
5月30日,2:45,2660.8
5月30日,2:30,2620.8
5月30日,2:15,2705.6
5月30日,2:00,2648
5月30日,1:45,2379.2
5月30日,1:30,2840
5月30日,1:15,2750.4
5月30日,1:00,2636.8
5月30日,0:45,2648
5月30日,0:30,3169.6
5月30日,0:15,2328
5月30日,0:00,2644.8
5月29日,23:45,2963.2
5月29日,23:30,2486.4
5月29日,23:15,2344
5月29日,23:00,2916.8
5月29日,22:45,2889.6
5月29日,22:30,2644.8
5月29日,22:15,2998.4
5月29日,22:00,2910.4
5月29日,21:45,2928
5月29日,21:30,3454.4
5月29日,21:15,3400
5月29日,21:00,3187.2
5月29日,20:45,3353.6
5月29日,20:30,3758.4
5月29日,20:15,3444.8
5月29日,20:00,3232
5月29日,19:45,2966.4
5月29日,19:30,3043.2
5月29日,19:15,2828.8
5月29日,19:00,3022.4
5月29日,18:45,2678.4
5月29日,18:30,2969.6
5月29日,18:15,2848
5月29日,18:00,2924.8
5月29日,17:45,3035.2
5月29日,17:30,2963.2
5月29日,17:15,2939.2
5月29日,17:00,3296
5月29日,16:45,2115.2
5月29日,16:30,2283.2
5月29日,16:15,2337.6
5月29日,16:00,1760
5月29日,15:45,1576
5月29日,15:30,2014.4
5月29日,15:15,2174.4
5月29日,15:00,3284.8
5月29日,14:45,2976
5月29日,14:30,2758.4
5月29日,14:15,2972.8
5月29日,14:00,2233.6
5月29日,13:45,2512
5月29日,13:30,2395.2
5月29日,13:15,3697.6
5月29日,13:00,3452.8
5月29日,12:45,3507.2
5月29日,12:30,3257.6
5月29日,12:15,3278.4
5月29日,12:00,3304
5月29日,11:45,3164.8
5月29日,11:30,3217.6
5月29日,11:15,3518.4
5月29日,11:00,1460.8
5月29日,10:45,1216
5月29日,10:30,1640
5月29日,10:15,1963.2
5月29日,10:00,1787.2
5月29日,9:45,1844.8
5月29日,9:30,2593.6
5月29日,9:15,2248
5月29日,9:00,2488
5月29日,8:45,2291.2
5月29日,8:30,2264
5月29日,8:15,2185.6
5月29日,8:00,1478.4
5月29日,7:45,1515.2
5月29日,7:30,1155.2
5月29日,7:15,1200
5月29日,7:00,1137.6
5月29日,6:45,1747.2
5月29日,6:30,1804.8
5月29日,6:15,1622.4
5月29日,6:00,1539.2
5月29日,5:45,1812.8
5月29日,5:30,1632
5月29日,5:15,1740.8
5月29日,5:00,1753.6
5月29日,4:45,1745.6
5月29日,4:30,2008
5月29日,4:15,1952
5月29日,4:00,2156.8
5月29日,3:45,1939.2
5月29日,3:30,2108.8
5月29日,3:15,1851.2
5月29日,3:00,1912
5月29日,2:45,1934.4
5月29日,2:30,2000
5月29日,2:15,2172.8
5月29日,2:00,2740.8
5月29日,1:45,3142.4
5月29日,1:30,3094.4
5月29日,1:15,3276.8
5月29日,1:00,3244.8
5月29日,0:45,3065.6
5月29日,0:30,2844.8
5月29日,0:15,3158.4
5月29日,0:00,1849.6
5月28日,23:45,1910.4
5月28日,23:30,2129.6
5月28日,23:15,2516.8
5月28日,23:00,2801.6
5月28日,22:45,2465.6
5月28日,22:30,2600
5月28日,22:15,2435.2
5月28日,22:00,2987.2
5月28日,21:45,2846.4
5月28日,21:30,3051.2
5月28日,21:15,2595.2
5月28日,21:00,3040
5月28日,20:45,3148.8
5月28日,20:30,3267.2
5月28日,20:15,3158.4
5月28日,20:00,2902.4
5月28日,19:45,3252.8
5月28日,19:30,3246.4
5月28日,19:15,2939.2
5月28日,19:00,3153.6
5月28日,18:45,3478.4
5月28日,18:30,3566.4
5月28日,18:15,3536
5月28日,18:00,2793.6
5月28日,17:45,3036.8
5月28日,17:30,3664
5月28日,17:15,3680
5月28日,17:00,2870.4
5月28日,16:45,3184
5月28日,16:30,2900.8
5月28日,16:15,2782.4
5月28日,16:00,2944
5月28日,15:45,2840
5月28日,15:30,2603.2
5月28日,15:15,2160
5月28日,15:00,2438.4
5月28日,14:45,2417.6
5月28日,14:30,2636.8
5月28日,14:15,2896
5月28日,14:00,3414.4
5月28日,13:45,3404.8
5月28日,13:30,3384
5月28日,13:15,3371.2
5月28日,13:00,3430.4
5月28日,12:45,3406.4
5月28日,12:30,3371.2
5月28日,12:15,3091.2
5月28日,12:00,3054.4
5月28日,11:45,3081.6
5月28日,11:30,3268.8
5月28日,11:15,3280
5月28日,11:00,2019.2
5月28日,10:45,1244.8
5月28日,10:30,1403.2
5月28日,10:15,1912
5月28日,10:00,1904
5月28日,9:45,1723.2
5月28日,9:30,1667.2
5月28日,9:15,1848
5月28日,9:00,2571.2
5月28日,8:45,2249.6
5月28日,8:30,2441.6
5月28日,8:15,1990.4
5月28日,8:00,1299.2
5月28日,7:45,1160
5月28日,7:30,1873.6
5月28日,7:15,1844.8
5月28日,7:00,1728
5月28日,6:45,2036.8
5月28日,6:30,1896
5月28日,6:15,1571.2
5月28日,6:00,1880
5月28日,5:45,1793.6
5月28日,5:30,1814.4
5月28日,5:15,1852.8
5月28日,5:00,2073.6
5月28日,4:45,2068.8
5月28日,4:30,2070.4
5月28日,4:15,1969.6
5月28日,4:00,2272
5月28日,3:45,2110.4
5月28日,3:30,2187.2
5月28日,3:15,2132.8
5月28日,3:00,2228.8
5月28日,2:45,2344
5月28日,2:30,1995.2
5月28日,2:15,2398.4
5月28日,2:00,3076.8
5月28日,1:45,3080
5月28日,1:30,3123.2
5月28日,1:15,3184
5月28日,1:00,3337.6
5月28日,0:45,3272
5月28日,0:30,3212.8
5月28日,0:15,3257.6
5月28日,0:00,2078.4
5月27日,23:45,2147.2
5月27日,23:30,1992
5月27日,23:15,1796.8
5月27日,23:00,1950.4
5月27日,22:45,2699.2
5月27日,22:30,2456
5月27日,22:15,2473.6
5月27日,22:00,2848
5月27日,21:45,2912
5月27日,21:30,2995.2
5月27日,21:15,3004.8
5月27日,21:00,3179.2
5月27日,20:45,3728
5月27日,20:30,3251.2
5月27日,20:15,3016
5月27日,20:00,3401.6
5月27日,19:45,3124.8
5月27日,19:30,3313.6
5月27日,19:15,3281.6
5月27日,19:00,3033.6
5月27日,18:45,3446.4
5月27日,18:30,3768
5月27日,18:15,3385.6
5月27日,18:00,2937.6
5月27日,17:45,3025.6
5月27日,17:30,3278.4
5月27日,17:15,3196.8
5月27日,17:00,3012.8
5月27日,16:45,2275.2
5月27日,16:30,2536
5月27日,16:15,2478.4
5月27日,16:00,2355.2
5月27日,15:45,2468.8
5月27日,15:30,2606.4
5月27日,15:15,2593.6
5月27日,15:00,3444.8
5月27日,14:45,3182.4
5月27日,14:30,3374.4
5月27日,14:15,2894.4
5月27日,14:00,2734.4
5月27日,13:45,2897.6
5月27日,13:30,2654.4
5月27日,13:15,3777.6
5月27日,13:00,3692.8
5月27日,12:45,4216
5月27日,12:30,3910.4
5月27日,12:15,3955.2
5月27日,12:00,3974.4
5月27日,11:45,3686.4
5月27日,11:30,3864
5月27日,11:15,3932.8
5月27日,11:00,3382.4
5月27日,10:45,2492.8
5月27日,10:30,2308.8
5月27日,10:15,1892.8
5月27日,10:00,1984
5月27日,9:45,1596.8
5月27日,9:30,2046.4
5月27日,9:15,2155.2
5月27日,9:00,2873.6
5月27日,8:45,2918.4
5月27日,8:30,2732.8
5月27日,8:15,2315.2
5月27日,8:00,1478.4
5月27日,7:45,1267.2
5月27日,7:30,1414.4
5月27日,7:15,1734.4
5月27日,7:00,1718.4
5月27日,6:45,1811.2
5月27日,6:30,1718.4
5月27日,6:15,1400
5月27日,6:00,1763.2
5月27日,5:45,1699.2
5月27日,5:30,2128
5月27日,5:15,2080
5月27日,5:00,2176
5月27日,4:45,2156.8
5月27日,4:30,2100.8
5月27日,4:15,2328
5月27日,4:00,2228.8
5月27日,3:45,2283.2
5月27日,3:30,2316.8
5月27日,3:15,2182.4
5月27日,3:00,2249.6
5月27日,2:45,2246.4
5月27日,2:30,2368
5月27日,2:15,2004.8
5月27日,2:00,2100.8
5月27日,1:45,1910.4
5月27日,1:30,1913.6
5月27日,1:15,1875.2
5月27日,1:00,2078.4
5月27日,0:45,2203.2
5月27日,0:30,2462.4
5月27日,0:15,2294.4
5月27日,0:00,2403.2
5月26日,23:45,2312
5月26日,23:30,2068.8
5月26日,23:15,2022.4
5月26日,23:00,2366.4
5月26日,22:45,2248
5月26日,22:30,2136
5月26日,22:15,2356.8
5月26日,22:00,2105.6
5月26日,21:45,2451.2
5月26日,21:30,2286.4
5月26日,21:15,2345.6
5月26日,21:00,2566.4
5月26日,20:45,2688
5月26日,20:30,1969.6
5月26日,20:15,2144
5月26日,20:00,2014.4
5月26日,19:45,2628.8
5月26日,19:30,2580.8
5月26日,19:15,2622.4
5月26日,19:00,2857.6
5月26日,18:45,2940.8
5月26日,18:30,3307.2
5月26日,18:15,3033.6
5月26日,18:00,2443.2
5月26日,17:45,3179.2
5月26日,17:30,3259.2
5月26日,17:15,3585.6
5月26日,17:00,3003.2
5月26日,16:45,3174.4
5月26日,16:30,3270.4
5月26日,16:15,2932.8
5月26日,16:00,4228.8
5月26日,15:45,2486.4
5月26日,15:30,3115.2
5月26日,15:15,2702.4
5月26日,15:00,3918.4
5月26日,14:45,3992
5月26日,14:30,3979.2
5月26日,14:15,3692.8
5月26日,14:00,3952
5月26日,13:45,3892.8
5月26日,13:30,3924.8
