日期,时间,功率(KW)
10月13日,17:30,4384
10月13日,17:15,4204.8
10月13日,17:00,4348.8
10月13日,16:45,3787.2
10月13日,16:30,3356.8
10月13日,16:15,3971.2
10月13日,16:00,3849.6
10月13日,15:45,3787.2
10月13日,15:30,3772.8
10月13日,15:15,3921.6
10月13日,15:00,4859.2
10月13日,14:45,4881.6
10月13日,14:30,4624
10月13日,14:15,3278.4
10月13日,14:00,3811.2
10月13日,13:45,4091.2
10月13日,13:30,4507.2
10月13日,13:15,4708.8
10月13日,13:00,5299.2
10月13日,12:45,4942.4
10月13日,12:30,4809.6
10月13日,12:15,5035.2
10月13日,12:00,5416
10月13日,11:45,5268.8
10月13日,11:30,5873.6
10月13日,11:15,4976
10月13日,11:00,3092.8
10月13日,10:45,2724.8
10月13日,10:30,3499.2
10月13日,10:15,3502.4
10月13日,10:00,2896
10月13日,9:45,3089.6
10月13日,9:30,3777.6
10月13日,9:15,3713.6
10月13日,9:00,4753.6
10月13日,8:45,3936
10月13日,8:30,4228.8
10月13日,8:15,4136
10月13日,8:00,3766.4
10月13日,7:45,4296
10月13日,7:30,3796.8
10月13日,7:15,3672
10月13日,7:00,3536
10月13日,6:45,3574.4
10月13日,6:30,3158.4
10月13日,6:15,3550.4
10月13日,6:00,3476.8
10月13日,5:45,3555.2
10月13日,5:30,3609.6
10月13日,5:15,3619.2
10月13日,5:00,3713.6
10月13日,4:45,3561.6
10月13日,4:30,4315.2
10月13日,4:15,4020.8
10月13日,4:00,4406.4
10月13日,3:45,3964.8
10月13日,3:30,4496
10月13日,3:15,4001.6
10月13日,3:00,3907.2
10月13日,2:45,4169.6
10月13日,2:30,4240
10月13日,2:15,4094.4
10月13日,2:00,4048
10月13日,1:45,3889.6
10月13日,1:30,4179.2
10月13日,1:15,3968
10月13日,1:00,4006.4
10月13日,0:45,4336
10月13日,0:30,3889.6
10月13日,0:15,4064
10月13日,0:00,3788.8
10月12日,23:45,3691.2
10月12日,23:30,3571.2
10月12日,23:15,3563.2
10月12日,23:00,3980.8
10月12日,22:45,4110.4
10月12日,22:30,3843.2
10月12日,22:15,4297.6
10月12日,22:00,4172.8
10月12日,21:45,3944
10月12日,21:30,3830.4
10月12日,21:15,4076.8
10月12日,21:00,4438.4
10月12日,20:45,4497.6
10月12日,20:30,4633.6
10月12日,20:15,4638.4
10月12日,20:00,4571.2
10月12日,19:45,3995.2
10月12日,19:30,4307.2
10月12日,19:15,4088
10月12日,19:00,4041.6
10月12日,18:45,4248
10月12日,18:30,4028.8
10月12日,18:15,3556.8
10月12日,18:00,4616
10月12日,17:45,4198.4
10月12日,17:30,4361.6
10月12日,17:15,4348.8
10月12日,17:00,3308.8
10月12日,16:45,3592
10月12日,16:30,3464
10月12日,16:15,3003.2
10月12日,16:00,2996.8
10月12日,15:45,2724.8
10月12日,15:30,3681.6
10月12日,15:15,3347.2
10月12日,15:00,4161.6
10月12日,14:45,3526.4
10月12日,14:30,3947.2
10月12日,14:15,4240
10月12日,14:00,3752
10月12日,13:45,3048
10月12日,13:30,3672
10月12日,13:15,3702.4
10月12日,13:00,5265.6
10月12日,12:45,4747.2
10月12日,12:30,4729.6
10月12日,12:15,3904
10月12日,12:00,4216
10月12日,11:45,3792
10月12日,11:30,4352
10月12日,11:15,3952
10月12日,11:00,2238.4
10月12日,10:45,2542.4
10月12日,10:30,2660.8
10月12日,10:15,2576
10月12日,10:00,2116.8
10月12日,9:45,2636.8
10月12日,9:30,3256
10月12日,9:15,2440
10月12日,9:00,3145.6
10月12日,8:45,2841.6
10月12日,8:30,3209.6
10月12日,8:15,3296
10月12日,8:00,3230.4
10月12日,7:45,3462.4
10月12日,7:30,3433.6
10月12日,7:15,2528
10月12日,7:00,2364.8
10月12日,6:45,3016
10月12日,6:30,3208
10月12日,6:15,3457.6
10月12日,6:00,3838.4
10月12日,5:45,3585.6
10月12日,5:30,3398.4
10月12日,5:15,3884.8
10月12日,5:00,4107.2
10月12日,4:45,3824
10月12日,4:30,3995.2
10月12日,4:15,4284.8
10月12日,4:00,4272
10月12日,3:45,3982.4
10月12日,3:30,3913.6
10月12日,3:15,4163.2
10月12日,3:00,4080
10月12日,2:45,4481.6
10月12日,2:30,4302.4
10月12日,2:15,3921.6
10月12日,2:00,3865.6
10月12日,1:45,3971.2
10月12日,1:30,3892.8
10月12日,1:15,3670.4
10月12日,1:00,3108.8
10月12日,0:45,3494.4
10月12日,0:30,3622.4
10月12日,0:15,4108.8
10月12日,0:00,3736
10月11日,23:45,3657.6
10月11日,23:30,3646.4
10月11日,23:15,3622.4
10月11日,23:00,3956.8
10月11日,22:45,3500.8
10月11日,22:30,3771.2
10月11日,22:15,3780.8
10月11日,22:00,4236.8
10月11日,21:45,3907.2
10月11日,21:30,3945.6
10月11日,21:15,3708.8
10月11日,21:00,4153.6
10月11日,20:45,3816
10月11日,20:30,3880
10月11日,20:15,3860.8
10月11日,20:00,3627.2
10月11日,19:45,3515.2
10月11日,19:30,3422.4
10月11日,19:15,3379.2
10月11日,19:00,3494.4
10月11日,18:45,3488
10月11日,18:30,3396.8
10月11日,18:15,3672
10月11日,18:00,3742.4
10月11日,17:45,3619.2
10月11日,17:30,3508.8
10月11日,17:15,3500.8
10月11日,17:00,2750.4
10月11日,16:45,2494.4
10月11日,16:30,2273.6
10月11日,16:15,2574.4
10月11日,16:00,2374.4
10月11日,15:45,2691.2
10月11日,15:30,2292.8
10月11日,15:15,2236.8
10月11日,15:00,2971.2
10月11日,14:45,2387.2
10月11日,14:30,3116.8
10月11日,14:15,2944
10月11日,14:00,2939.2
10月11日,13:45,2764.8
10月11日,13:30,2899.2
10月11日,13:15,2996.8
10月11日,13:00,4028.8
10月11日,12:45,4022.4
10月11日,12:30,3697.6
10月11日,12:15,3411.2
10月11日,12:00,3705.6
10月11日,11:45,3769.6
10月11日,11:30,3404.8
10月11日,11:15,3424
10月11日,11:00,1606.4
10月11日,10:45,1993.6
10月11日,10:30,1563.2
10月11日,10:15,1608
10月11日,10:00,1614.4
10月11日,9:45,2008
10月11日,9:30,2232
10月11日,9:15,2020.8
10月11日,9:00,3104
10月11日,8:45,2675.2
10月11日,8:30,2444.8
10月11日,8:15,2654.4
10月11日,8:00,2401.6
10月11日,7:45,2568
10月11日,7:30,2560
10月11日,7:15,3115.2
10月11日,7:00,3510.4
10月11日,6:45,3465.6
10月11日,6:30,3342.4
10月11日,6:15,3699.2
10月11日,6:00,3876.8
10月11日,5:45,3833.6
10月11日,5:30,3934.4
10月11日,5:15,4403.2
10月11日,5:00,3952
10月11日,4:45,4187.2
10月11日,4:30,4529.6
10月11日,4:15,4019.2
10月11日,4:00,3937.6
10月11日,3:45,4072
10月11日,3:30,4140.8
10月11日,3:15,4252.8
10月11日,3:00,3947.2
10月11日,2:45,4044.8
10月11日,2:30,4131.2
10月11日,2:15,4344
10月11日,2:00,4092.8
10月11日,1:45,4068.8
10月11日,1:30,4289.6
10月11日,1:15,4347.2
10月11日,1:00,4571.2
10月11日,0:45,4672
10月11日,0:30,4435.2
10月11日,0:15,4564.8
10月11日,0:00,4046.4
10月10日,23:45,3513.6
10月10日,23:30,3364.8
10月10日,23:15,3880
10月10日,23:00,4081.6
10月10日,22:45,4430.4
10月10日,22:30,4883.2
10月10日,22:15,4289.6
10月10日,22:00,4121.6
10月10日,21:45,3785.6
10月10日,21:30,4241.6
10月10日,21:15,4747.2
10月10日,21:00,4633.6
10月10日,20:45,4620.8
10月10日,20:30,4145.6
10月10日,20:15,4027.2
10月10日,20:00,3976
10月10日,19:45,4078.4
10月10日,19:30,3774.4
10月10日,19:15,3771.2
10月10日,19:00,4248
10月10日,18:45,4364.8
10月10日,18:30,3734.4
10月10日,18:15,4184
10月10日,18:00,4022.4
10月10日,17:45,3988.8
10月10日,17:30,3902.4
10月10日,17:15,4275.2
10月10日,17:00,3448
10月10日,16:45,3518.4
10月10日,16:30,3353.6
10月10日,16:15,3774.4
10月10日,16:00,3529.6
10月10日,15:45,3672
10月10日,15:30,2987.2
10月10日,15:15,2912
10月10日,15:00,4048
10月10日,14:45,4048
10月10日,14:30,4435.2
10月10日,14:15,4244.8
10月10日,14:00,3387.2
10月10日,13:45,3988.8
10月10日,13:30,3377.6
10月10日,13:15,3609.6
10月10日,13:00,4120
10月10日,12:45,4273.6
10月10日,12:30,4304
10月10日,12:15,4323.2
10月10日,12:00,3902.4
10月10日,11:45,4129.6
10月10日,11:30,4771.2
10月10日,11:15,4710.4
10月10日,11:00,2201.6
10月10日,10:45,2001.6
10月10日,10:30,2012.8
10月10日,10:15,2324.8
10月10日,10:00,1464
10月10日,9:45,1753.6
10月10日,9:30,1819.2
10月10日,9:15,1891.2
10月10日,9:00,3158.4
10月10日,8:45,3347.2
10月10日,8:30,2480
10月10日,8:15,2342.4
10月10日,8:00,2233.6
10月10日,7:45,2723.2
10月10日,7:30,3176
10月10日,7:15,3278.4
10月10日,7:00,3774.4
10月10日,6:45,3596.8
10月10日,6:30,4032
10月10日,6:15,4028.8
10月10日,6:00,4630.4
10月10日,5:45,4326.4
10月10日,5:30,4524.8
10月10日,5:15,4492.8
10月10日,5:00,4590.4
10月10日,4:45,4150.4
10月10日,4:30,4395.2
10月10日,4:15,3840
10月10日,4:00,4228.8
10月10日,3:45,4654.4
10月10日,3:30,4539.2
10月10日,3:15,4747.2
10月10日,3:00,4718.4
10月10日,2:45,4368
10月10日,2:30,4544
10月10日,2:15,4259.2
10月10日,2:00,4891.2
10月10日,1:45,4961.6
10月10日,1:30,5044.8
10月10日,1:15,4768
10月10日,1:00,4569.6
10月10日,0:45,4889.6
10月10日,0:30,4952
10月10日,0:15,4382.4
10月10日,0:00,4145.6
10月9日,23:45,3680
10月9日,23:30,3865.6
10月9日,23:15,3913.6
10月9日,23:00,4873.6
10月9日,22:45,4936
10月9日,22:30,4972.8
10月9日,22:15,4812.8
10月9日,22:00,4844.8
10月9日,21:45,4364.8
10月9日,21:30,4099.2
10月9日,21:15,4345.6
10月9日,21:00,4364.8
10月9日,20:45,4696
10月9日,20:30,4592
10月9日,20:15,4627.2
10月9日,20:00,3848
10月9日,19:45,3974.4
10月9日,19:30,3958.4
10月9日,19:15,3688
10月9日,19:00,3782.4
10月9日,18:45,3592
10月9日,18:30,3257.6
10月9日,18:15,3289.6
10月9日,18:00,3977.6
10月9日,17:45,4062.4
10月9日,17:30,3876.8
10月9日,17:15,4072
10月9日,17:00,2764.8
10月9日,16:45,3147.2
10月9日,16:30,3220.8
10月9日,16:15,3577.6
10月9日,16:00,3195.2
10月9日,15:45,3248
10月9日,15:30,3012.8
10月9日,15:15,3211.2
10月9日,15:00,4137.6
10月9日,14:45,3750.4
10月9日,14:30,4012.8
10月9日,14:15,3731.2
10月9日,14:00,3803.2
10月9日,13:45,3536
10月9日,13:30,2840
10月9日,13:15,2838.4
10月9日,13:00,4643.2
10月9日,12:45,4851.2
10月9日,12:30,4635.2
10月9日,12:15,4347.2
10月9日,12:00,4678.4
10月9日,11:45,4627.2
10月9日,11:30,4857.6
10月9日,11:15,4692.8
10月9日,11:00,2673.6
10月9日,10:45,2228.8
10月9日,10:30,1828.8
10月9日,10:15,1825.6
10月9日,10:00,1915.2
10月9日,9:45,2024
10月9日,9:30,2313.6
10月9日,9:15,2473.6
10月9日,9:00,3390.4
10月9日,8:45,3502.4
10月9日,8:30,3462.4
10月9日,8:15,2609.6
10月9日,8:00,1868.8
10月9日,7:45,2211.2
10月9日,7:30,2004.8
10月9日,7:15,1664
10月9日,7:00,1752
10月9日,6:45,1443.2
10月9日,6:30,1732.8
10月9日,6:15,2145.6
10月9日,6:00,2070.4
10月9日,5:45,2107.2
10月9日,5:30,2097.6
10月9日,5:15,2176
10月9日,5:00,2148.8
10月9日,4:45,2595.2
10月9日,4:30,2939.2
10月9日,4:15,2411.2
10月9日,4:00,2536
10月9日,3:45,2425.6
10月9日,3:30,2470.4
10月9日,3:15,2288
10月9日,3:00,2788.8
10月9日,2:45,2660.8
10月9日,2:30,2372.8
10月9日,2:15,2156.8
10月9日,2:00,2328
10月9日,1:45,2448
10月9日,1:30,2419.2
10月9日,1:15,2692.8
10月9日,1:00,2902.4
10月9日,0:45,2403.2
10月9日,0:30,2217.6
10月9日,0:15,2939.2
10月9日,0:00,2032
10月8日,23:45,1915.2
10月8日,23:30,1920
10月8日,23:15,2243.2
10月8日,23:00,2604.8
10月8日,22:45,2137.6
10月8日,22:30,1878.4
10月8日,22:15,2369.6
10月8日,22:00,2377.6
10月8日,21:45,2318.4
10月8日,21:30,2155.2
10月8日,21:15,2209.6
10月8日,21:00,2409.6
10月8日,20:45,2254.4
10月8日,20:30,2281.6
10月8日,20:15,2097.6
10月8日,20:00,1614.4
10月8日,19:45,1508.8
10月8日,19:30,1604.8
10月8日,19:15,1486.4
10月8日,19:00,1987.2
10月8日,18:45,2134.4
10月8日,18:30,1691.2
10月8日,18:15,2046.4
10月8日,18:00,2654.4
10月8日,17:45,2678.4
10月8日,17:30,2097.6
10月8日,17:15,2433.6
10月8日,17:00,1676.8
10月8日,16:45,1563.2
10月8日,16:30,2049.6
10月8日,16:15,1836.8
10月8日,16:00,1657.6
10月8日,15:45,1710.4
10月8日,15:30,1692.8
10月8日,15:15,1433.6
10月8日,15:00,2440
10月8日,14:45,2176
10月8日,14:30,1910.4
10月8日,14:15,2097.6
10月8日,14:00,2190.4
10月8日,13:45,2214.4
10月8日,13:30,2041.6
10月8日,13:15,2014.4
10月8日,13:00,2992
10月8日,12:45,3481.6
10月8日,12:30,3579.2
10月8日,12:15,3014.4
10月8日,12:00,2857.6
10月8日,11:45,3321.6
10月8日,11:30,3513.6
10月8日,11:15,3494.4
10月8日,11:00,1550.4
10月8日,10:45,1355.2
10月8日,10:30,1084.8
10月8日,10:15,1206.4
10月8日,10:00,1089.6
10月8日,9:45,1240
10月8日,9:30,1408
10月8日,9:15,1292.8
10月8日,9:00,1979.2
10月8日,8:45,2380.8
10月8日,8:30,2238.4
10月8日,8:15,1982.4
10月8日,8:00,1345.6
10月8日,7:45,1780.8
10月8日,7:30,1801.6
10月8日,7:15,1401.6
10月8日,7:00,1809.6
10月8日,6:45,1792
10月8日,6:30,1508.8
10月8日,6:15,1811.2
10月8日,6:00,1700.8
10月8日,5:45,1928
10月8日,5:30,2104
10月8日,5:15,2484.8
10月8日,5:00,2240
10月8日,4:45,2488
10月8日,4:30,2315.2
10月8日,4:15,2480
10月8日,4:00,2278.4
10月8日,3:45,2056
10月8日,3:30,2177.6
10月8日,3:15,2550.4
10月8日,3:00,2238.4
10月8日,2:45,2449.6
10月8日,2:30,2460.8
10月8日,2:15,2356.8
10月8日,2:00,2416
10月8日,1:45,2380.8
10月8日,1:30,2363.2
10月8日,1:15,2563.2
10月8日,1:00,2508.8
10月8日,0:45,2392
10月8日,0:30,2206.4
10月8日,0:15,2515.2
10月8日,0:00,2124.8
10月7日,23:45,1971.2
10月7日,23:30,1792
10月7日,23:15,1771.2
10月7日,23:00,1972.8
10月7日,22:45,2160
10月7日,22:30,2209.6
10月7日,22:15,2377.6
10月7日,22:00,2324.8
10月7日,21:45,2148.8
10月7日,21:30,2273.6
10月7日,21:15,2252.8
10月7日,21:00,2355.2
10月7日,20:45,2523.2
10月7日,20:30,2422.4
10月7日,20:15,2153.6
10月7日,20:00,2472
10月7日,19:45,2465.6
10月7日,19:30,2459.2
10月7日,19:15,2571.2
10月7日,19:00,2835.2
10月7日,18:45,2804.8
10月7日,18:30,2574.4
10月7日,18:15,2358.4
10月7日,18:00,2657.6
10月7日,17:45,2827.2
10月7日,17:30,3198.4
10月7日,17:15,2971.2
10月7日,17:00,2272
10月7日,16:45,2398.4
10月7日,16:30,2068.8
10月7日,16:15,1830.4
10月7日,16:00,2347.2
10月7日,15:45,2324.8
10月7日,15:30,2035.2
10月7日,15:15,1920
10月7日,15:00,2875.2
10月7日,14:45,2806.4
10月7日,14:30,2956.8
10月7日,14:15,2873.6
10月7日,14:00,2265.6
10月7日,13:45,2595.2
10月7日,13:30,2412.8
10月7日,13:15,2358.4
10月7日,13:00,3670.4
10月7日,12:45,3129.6
10月7日,12:30,3497.6
10月7日,12:15,3374.4
10月7日,12:00,3825.6
10月7日,11:45,3585.6
10月7日,11:30,4107.2
10月7日,11:15,3900.8
10月7日,11:00,1811.2
10月7日,10:45,1737.6
10月7日,10:30,1742.4
10月7日,10:15,1816
10月7日,10:00,1696
10月7日,9:45,2027.2
10月7日,9:30,2097.6
10月7日,9:15,2196.8
10月7日,9:00,2737.6
10月7日,8:45,2673.6
10月7日,8:30,2470.4
10月7日,8:15,1819.2
10月7日,8:00,1963.2
10月7日,7:45,2344
10月7日,7:30,2524.8
10月7日,7:15,2451.2
10月7日,7:00,2956.8
10月7日,6:45,2104
10月7日,6:30,2473.6
10月7日,6:15,2518.4
10月7日,6:00,2608
10月7日,5:45,2438.4
10月7日,5:30,2920
10月7日,5:15,3228.8
10月7日,5:00,3910.4
10月7日,4:45,3592
10月7日,4:30,2891.2
10月7日,4:15,3624
10月7日,4:00,3859.2
10月7日,3:45,3304
10月7日,3:30,3174.4
10月7日,3:15,3686.4
10月7日,3:00,3790.4
10月7日,2:45,4377.6
10月7日,2:30,4228.8
10月7日,2:15,4315.2
10月7日,2:00,4172.8
10月7日,1:45,4184
10月7日,1:30,4236.8
10月7日,1:15,4718.4
10月7日,1:00,4870.4
10月7日,0:45,4465.6
10月7日,0:30,4803.2
10月7日,0:15,4288
10月7日,0:00,3820.8
10月6日,23:45,3132.8
10月6日,23:30,4049.6
10月6日,23:15,3665.6
10月6日,23:00,4496
10月6日,22:45,4208
10月6日,22:30,4192
10月6日,22:15,4432
10月6日,22:00,3929.6
10月6日,21:45,4139.2
10月6日,21:30,3713.6
10月6日,21:15,4024
10月6日,21:00,4952
10月6日,20:45,4499.2
10月6日,20:30,3889.6
10月6日,20:15,3636.8
10月6日,20:00,3200
10月6日,19:45,3334.4
10月6日,19:30,3692.8
10月6日,19:15,3916.8
10月6日,19:00,3809.6
10月6日,18:45,4012.8
10月6日,18:30,3510.4
10月6日,18:15,3075.2
10月6日,18:00,3116.8
10月6日,17:45,3504
10月6日,17:30,3918.4
10月6日,17:15,3724.8
10月6日,17:00,2844.8
10月6日,16:45,3179.2
10月6日,16:30,2713.6
10月6日,16:15,2939.2
10月6日,16:00,2723.2
10月6日,15:45,3017.6
10月6日,15:30,2878.4
10月6日,15:15,2630.4
10月6日,15:00,3985.6
10月6日,14:45,3724.8
10月6日,14:30,3083.2
10月6日,14:15,3345.6
10月6日,14:00,3080
10月6日,13:45,2913.6
10月6日,13:30,3547.2
10月6日,13:15,3585.6
10月6日,13:00,4300.8
10月6日,12:45,3593.6
10月6日,12:30,3689.6
10月6日,12:15,4048
10月6日,12:00,3963.2
10月6日,11:45,4198.4
10月6日,11:30,4816
10月6日,11:15,4836.8
10月6日,11:00,3140.8
10月6日,10:45,2832
10月6日,10:30,2595.2
10月6日,10:15,2697.6
10月6日,10:00,3118.4
10月6日,9:45,2628.8
10月6日,9:30,2334.4
10月6日,9:15,2072
10月6日,9:00,3088
10月6日,8:45,3673.6
10月6日,8:30,3251.2
10月6日,8:15,2688
10月6日,8:00,2881.6
10月6日,7:45,4129.6
10月6日,7:30,4288
10月6日,7:15,4004.8
10月6日,7:00,3742.4
10月6日,6:45,4081.6
10月6日,6:30,4059.2
10月6日,6:15,4164.8
10月6日,6:00,4489.6
10月6日,5:45,3966.4
10月6日,5:30,4160
10月6日,5:15,4467.2
10月6日,5:00,4320
10月6日,4:45,4001.6
10月6日,4:30,4844.8
10月6日,4:15,4683.2
10月6日,4:00,4020.8
10月6日,3:45,4292.8
10月6日,3:30,4264
10月6日,3:15,4267.2
10月6日,3:00,4144
10月6日,2:45,4150.4
10月6日,2:30,4595.2
10月6日,2:15,4542.4
10月6日,2:00,4206.4
10月6日,1:45,4160
10月6日,1:30,4099.2
10月6日,1:15,4467.2
10月6日,1:00,4340.8
10月6日,0:45,3806.4
10月6日,0:30,4110.4
10月6日,0:15,4116.8
10月6日,0:00,3649.6
10月5日,23:45,3518.4
10月5日,23:30,3835.2
10月5日,23:15,4044.8
10月5日,23:00,4366.4
10月5日,22:45,4368
10月5日,22:30,4187.2
10月5日,22:15,4704
10月5日,22:00,4259.2
10月5日,21:45,4220.8
10月5日,21:30,4456
10月5日,21:15,4033.6
10月5日,21:00,4150.4
10月5日,20:45,3974.4
10月5日,20:30,4356.8
10月5日,20:15,4054.4
10月5日,20:00,3595.2
10月5日,19:45,3524.8
10月5日,19:30,3248
10月5日,19:15,3473.6
10月5日,19:00,3320
10月5日,18:45,3235.2
10月5日,18:30,3420.8
10月5日,18:15,3160
10月5日,18:00,3217.6
10月5日,17:45,3108.8
10月5日,17:30,2905.6
10月5日,17:15,2912
10月5日,17:00,2134.4
10月5日,16:45,2262.4
10月5日,16:30,2163.2
10月5日,16:15,2595.2
10月5日,16:00,2080
10月5日,15:45,2192
10月5日,15:30,2108.8
10月5日,15:15,2249.6
10月5日,15:00,3211.2
10月5日,14:45,2976
10月5日,14:30,2454.4
10月5日,14:15,2358.4
10月5日,14:00,2308.8
10月5日,13:45,3052.8
10月5日,13:30,2395.2
10月5日,13:15,2475.2
10月5日,13:00,2428.8
10月5日,12:45,2940.8
10月5日,12:30,3393.6
10月5日,12:15,3316.8
10月5日,12:00,3289.6
10月5日,11:45,3758.4
10月5日,11:30,3988.8
10月5日,11:15,3825.6
10月5日,11:00,1828.8
10月5日,10:45,1294.4
10月5日,10:30,1825.6
10月5日,10:15,1894.4
10月5日,10:00,1934.4
10月5日,9:45,2009.6
10月5日,9:30,1585.6
10月5日,9:15,1492.8
10月5日,9:00,2334.4
10月5日,8:45,2145.6
10月5日,8:30,1985.6
10月5日,8:15,1782.4
10月5日,8:00,2216
10月5日,7:45,2694.4
10月5日,7:30,2568
10月5日,7:15,2396.8
10月5日,7:00,2608
10月5日,6:45,2524.8
10月5日,6:30,2555.2
10月5日,6:15,2566.4
10月5日,6:00,2561.6
10月5日,5:45,2729.6
10月5日,5:30,2712
10月5日,5:15,2606.4
10月5日,5:00,2712
10月5日,4:45,2726.4
10月5日,4:30,3174.4
10月5日,4:15,3121.6
10月5日,4:00,3372.8
10月5日,3:45,3115.2
10月5日,3:30,2726.4
10月5日,3:15,2686.4
10月5日,3:00,2862.4
10月5日,2:45,3248
10月5日,2:30,3104
10月5日,2:15,3161.6
10月5日,2:00,3132.8
10月5日,1:45,3300.8
10月5日,1:30,2984
10月5日,1:15,2681.6
10月5日,1:00,2803.2
10月5日,0:45,2462.4
10月5日,0:30,3371.2
10月5日,0:15,3204.8
10月5日,0:00,2944
10月4日,23:45,2891.2
10月4日,23:30,2872
10月4日,23:15,2956.8
10月4日,23:00,3008
10月4日,22:45,2950.4
10月4日,22:30,2974.4
10月4日,22:15,2872
10月4日,22:00,3014.4
10月4日,21:45,3172.8
10月4日,21:30,2910.4
10月4日,21:15,2801.6
10月4日,21:00,2860.8
10月4日,20:45,2747.2
10月4日,20:30,2904
10月4日,20:15,3345.6
10月4日,20:00,3481.6
10月4日,19:45,3100.8
10月4日,19:30,3158.4
10月4日,19:15,3438.4
10月4日,19:00,3057.6
10月4日,18:45,3296
10月4日,18:30,3092.8
10月4日,18:15,3046.4
10月4日,18:00,3404.8
10月4日,17:45,3748.8
10月4日,17:30,3508.8
10月4日,17:15,3150.4
10月4日,17:00,2329.6
10月4日,16:45,2619.2
10月4日,16:30,2406.4
10月4日,16:15,2296
10月4日,16:00,2091.2
10月4日,15:45,2286.4
10月4日,15:30,2577.6
10月4日,15:15,2952
10月4日,15:00,3848
10月4日,14:45,3836.8
10月4日,14:30,3552
10月4日,14:15,3521.6
10月4日,14:00,3691.2
10月4日,13:45,3788.8
10月4日,13:30,3280
10月4日,13:15,3400
10月4日,13:00,3860.8
10月4日,12:45,4339.2
10月4日,12:30,4315.2
10月4日,12:15,4728
10月4日,12:00,4603.2
10月4日,11:45,4694.4
10月4日,11:30,4502.4
10月4日,11:15,4302.4
10月4日,11:00,2376
10月4日,10:45,2163.2
10月4日,10:30,2100.8
10月4日,10:15,2648
10月4日,10:00,2427.2
10月4日,9:45,2313.6
10月4日,9:30,1939.2
10月4日,9:15,1475.2
10月4日,9:00,2832
10月4日,8:45,3115.2
10月4日,8:30,2384
10月4日,8:15,1934.4
10月4日,8:00,1569.6
10月4日,7:45,1936
10月4日,7:30,1492.8
10月4日,7:15,1136
10月4日,7:00,1588.8
10月4日,6:45,1478.4
10月4日,6:30,1097.6
10月4日,6:15,1600
10月4日,6:00,1467.2
10月4日,5:45,1390.4
10月4日,5:30,1512
10月4日,5:15,1790.4
10月4日,5:00,1665.6
10月4日,4:45,1713.6
10月4日,4:30,1870.4
10月4日,4:15,1836.8
10月4日,4:00,1827.2
10月4日,3:45,1880
10月4日,3:30,1942.4
10月4日,3:15,1952
10月4日,3:00,1822.4
10月4日,2:45,1513.6
10月4日,2:30,1992
10月4日,2:15,1755.2
10月4日,2:00,1312
10月4日,1:45,1470.4
10月4日,1:30,1788.8
10月4日,1:15,1731.2
10月4日,1:00,1880
10月4日,0:45,2046.4
10月4日,0:30,1896
10月4日,0:15,1411.2
10月4日,0:00,1128
10月3日,23:45,1174.4
10月3日,23:30,1224
10月3日,23:15,1032
10月3日,23:00,1142.4
10月3日,22:45,1316.8
10月3日,22:30,1276.8
10月3日,22:15,1049.6
10月3日,22:00,1140.8
10月3日,21:45,1272
10月3日,21:30,1075.2
10月3日,21:15,1180.8
10月3日,21:00,1254.4
10月3日,20:45,1361.6
10月3日,20:30,1328
10月3日,20:15,1352
10月3日,20:00,1396.8
10月3日,19:45,1235.2
10月3日,19:30,1196.8
10月3日,19:15,1275.2
10月3日,19:00,1488
10月3日,18:45,1475.2
10月3日,18:30,1408
10月3日,18:15,1475.2
10月3日,18:00,1360
10月3日,17:45,1532.8
10月3日,17:30,1369.6
10月3日,17:15,1307.2
10月3日,17:00,392
10月3日,16:45,424
10月3日,16:30,624
10月3日,16:15,720
10月3日,16:00,526.4
10月3日,15:45,824
10月3日,15:30,603.2
10月3日,15:15,827.2
10月3日,15:00,1520
10月3日,14:45,1484.8
10月3日,14:30,1452.8
10月3日,14:15,1337.6
10月3日,14:00,1132.8
10月3日,13:45,1446.4
10月3日,13:30,1265.6
10月3日,13:15,1046.4
10月3日,13:00,2265.6
10月3日,12:45,2513.6
10月3日,12:30,2740.8
10月3日,12:15,2547.2
10月3日,12:00,2427.2
10月3日,11:45,2380.8
10月3日,11:30,2464
10月3日,11:15,2497.6
10月3日,11:00,296
10月3日,10:45,299.2
10月3日,10:30,272
10月3日,10:15,176
10月3日,10:00,195.2
10月3日,9:45,123.2
10月3日,9:30,433.6
10月3日,9:15,51.2
10月3日,9:00,1318.4
10月3日,8:45,1404.8
10月3日,8:30,1156.8
10月3日,8:15,1099.2
10月3日,8:00,976
10月3日,7:45,1112
10月3日,7:30,1112
10月3日,7:15,1148.8
10月3日,7:00,1268.8
10月3日,6:45,884.8
10月3日,6:30,1060.8
10月3日,6:15,1262.4
10月3日,6:00,1510.4
10月3日,5:45,1160
10月3日,5:30,1289.6
10月3日,5:15,1534.4
10月3日,5:00,1387.2
10月3日,4:45,1697.6
10月3日,4:30,1697.6
10月3日,4:15,1561.6
10月3日,4:00,1435.2
10月3日,3:45,1564.8
10月3日,3:30,1542.4
10月3日,3:15,1760
10月3日,3:00,1664
10月3日,2:45,1787.2
10月3日,2:30,1747.2
10月3日,2:15,1710.4
10月3日,2:00,1766.4
10月3日,1:45,1852.8
10月3日,1:30,1772.8
10月3日,1:15,1763.2
10月3日,1:00,1790.4
10月3日,0:45,1939.2
10月3日,0:30,1953.6
10月3日,0:15,1689.6
10月3日,0:00,1252.8
